quote_id,quote_text,author,tags,source_url,text_length,original_text,normalized_text,tokens,filtered_tokens,lemmatized_tokens,stemmed_tokens,processed_text,original_char_count,processed_char_count,original_word_count,processed_word_count,bigrams,trigrams
55,"“If you only read the books that everyone else is reading, you can only think what everyone else is thinking.”",Haruki Murakami,"books, thought",https://quotes.toscrape.com/page/6/,110,"“If you only read the books that everyone else is reading, you can only think what everyone else is thinking.”",if you only read the books that everyone else is reading you can only think what everyone else is thinking,"['if', 'you', 'only', 'read', 'the', 'books', 'that', 'everyone', 'else', 'is', 'reading', 'you', 'can', 'only', 'think', 'what', 'everyone', 'else', 'is', 'thinking']","['read', 'books', 'everyone', 'else', 'reading', 'think', 'everyone', 'else', 'thinking']","['read', 'book', 'everyone', 'else', 'reading', 'think', 'everyone', 'else', 'thinking']","['read', 'book', 'everyon', 'els', 'read', 'think', 'everyon', 'els', 'think']",read book everyone else reading think everyone else thinking,110,60,20,9,"['read book', 'book everyone', 'everyone else', 'else reading', 'reading think', 'think everyone', 'everyone else', 'else thinking']","['read book everyone', 'book everyone else', 'everyone else reading', 'else reading think', 'reading think everyone', 'think everyone else', 'everyone else thinking']"
56,“The difference between genius and stupidity is: genius has its limits.”,Alexandre Dumas fils,misattributed-to-einstein,https://quotes.toscrape.com/page/6/,72,“The difference between genius and stupidity is: genius has its limits.”,the difference between genius and stupidity is genius has its limits,"['the', 'difference', 'between', 'genius', 'and', 'stupidity', 'is', 'genius', 'has', 'its', 'limits']","['difference', 'genius', 'stupidity', 'genius', 'limits']","['difference', 'genius', 'stupidity', 'genius', 'limit']","['differ', 'geniu', 'stupid', 'geniu', 'limit']",difference genius stupidity genius limit,72,40,11,5,"['difference genius', 'genius stupidity', 'stupidity genius', 'genius limit']","['difference genius stupidity', 'genius stupidity genius', 'stupidity genius limit']"
57,"“He's like a drug for you, Bella.”",Stephenie Meyer,"drug, romance, simile",https://quotes.toscrape.com/page/6/,34,"“He's like a drug for you, Bella.”",hes like a drug for you bella,"['hes', 'like', 'a', 'drug', 'for', 'you', 'bella']","['hes', 'like', 'drug', 'bella']","['he', 'like', 'drug', 'bella']","['he', 'like', 'drug', 'bella']",he like drug bella,34,18,7,4,"['he like', 'like drug', 'drug bella']","['he like drug', 'like drug bella']"
58,“There is no friend as loyal as a book.”,Ernest Hemingway,"books, friends, novelist-quotes",https://quotes.toscrape.com/page/6/,40,“There is no friend as loyal as a book.”,there is no friend as loyal as a book,"['there', 'is', 'no', 'friend', 'as', 'loyal', 'as', 'a', 'book']","['friend', 'loyal', 'book']","['friend', 'loyal', 'book']","['friend', 'loyal', 'book']",friend loyal book,40,17,9,3,"['friend loyal', 'loyal book']",['friend loyal book']
59,"“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”",Helen Keller,inspirational,https://quotes.toscrape.com/page/6/,153,"“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”",when one door of happiness closes another opens but often we look so long at the closed door that we do not see the one which has been opened for us,"['when', 'one', 'door', 'of', 'happiness', 'closes', 'another', 'opens', 'but', 'often', 'we', 'look', 'so', 'long', 'at', 'the', 'closed', 'door', 'that', 'we', 'do', 'not', 'see', 'the', 'one', 'which', 'has', 'been', 'opened', 'for', 'us']","['one', 'door', 'happiness', 'closes', 'another', 'opens', 'often', 'look', 'long', 'closed', 'door', 'see', 'one', 'opened', 'us']","['one', 'door', 'happiness', 'close', 'another', 'open', 'often', 'look', 'long', 'closed', 'door', 'see', 'one', 'opened', 'u']","['one', 'door', 'happi', 'close', 'anoth', 'open', 'often', 'look', 'long', 'close', 'door', 'see', 'one', 'open', 'us']",one door happiness close another open often look long closed door see one opened u,153,82,31,15,"['one door', 'door happiness', 'happiness close', 'close another', 'another open', 'open often', 'often look', 'look long', 'long closed', 'closed door', 'door see', 'see one', 'one opened', 'opened u']","['one door happiness', 'door happiness close', 'happiness close another', 'close another open', 'another open often', 'open often look', 'often look long', 'look long closed', 'long closed door', 'closed door see', 'door see one', 'see one opened', 'one opened u']"
60,“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"inspirational, life, yourself",https://quotes.toscrape.com/page/6/,69,“Life isn't about finding yourself. Life is about creating yourself.”,life isnt about finding yourself life is about creating yourself,"['life', 'isnt', 'about', 'finding', 'yourself', 'life', 'is', 'about', 'creating', 'yourself']","['life', 'isnt', 'finding', 'life', 'creating']","['life', 'isnt', 'finding', 'life', 'creating']","['life', 'isnt', 'find', 'life', 'creat']",life isnt finding life creating,69,31,10,5,"['life isnt', 'isnt finding', 'finding life', 'life creating']","['life isnt finding', 'isnt finding life', 'finding life creating']"
61,"“That's the problem with drinking, I thought, as I poured myself a drink. If something bad happens you drink in an attempt to forget; if something good happens you drink in order to celebrate; and if nothing happens you drink to make something happen.”",Charles Bukowski,alcohol,https://quotes.toscrape.com/page/7/,252,"“That's the problem with drinking, I thought, as I poured myself a drink. If something bad happens you drink in an attempt to forget; if something good happens you drink in order to celebrate; and if nothing happens you drink to make something happen.”",thats the problem with drinking i thought as i poured myself a drink if something bad happens you drink in an attempt to forget if something good happens you drink in order to celebrate and if nothing happens you drink to make something happen,"['thats', 'the', 'problem', 'with', 'drinking', 'i', 'thought', 'as', 'i', 'poured', 'myself', 'a', 'drink', 'if', 'something', 'bad', 'happens', 'you', 'drink', 'in', 'an', 'attempt', 'to', 'forget', 'if', 'something', 'good', 'happens', 'you', 'drink', 'in', 'order', 'to', 'celebrate', 'and', 'if', 'nothing', 'happens', 'you', 'drink', 'to', 'make', 'something', 'happen']","['thats', 'problem', 'drinking', 'thought', 'poured', 'drink', 'something', 'bad', 'happens', 'drink', 'attempt', 'forget', 'something', 'good', 'happens', 'drink', 'order', 'celebrate', 'nothing', 'happens', 'drink', 'make', 'something', 'happen']","['thats', 'problem', 'drinking', 'thought', 'poured', 'drink', 'something', 'bad', 'happens', 'drink', 'attempt', 'forget', 'something', 'good', 'happens', 'drink', 'order', 'celebrate', 'nothing', 'happens', 'drink', 'make', 'something', 'happen']","['that', 'problem', 'drink', 'thought', 'pour', 'drink', 'someth', 'bad', 'happen', 'drink', 'attempt', 'forget', 'someth', 'good', 'happen', 'drink', 'order', 'celebr', 'noth', 'happen', 'drink', 'make', 'someth', 'happen']",thats problem drinking thought poured drink something bad happens drink attempt forget something good happens drink order celebrate nothing happens drink make something happen,252,175,44,24,"['thats problem', 'problem drinking', 'drinking thought', 'thought poured', 'poured drink', 'drink something', 'something bad', 'bad happens', 'happens drink', 'drink attempt', 'attempt forget', 'forget something', 'something good', 'good happens', 'happens drink', 'drink order', 'order celebrate', 'celebrate nothing', 'nothing happens', 'happens drink', 'drink make', 'make something', 'something happen']","['thats problem drinking', 'problem drinking thought', 'drinking thought poured', 'thought poured drink', 'poured drink something', 'drink something bad', 'something bad happens', 'bad happens drink', 'happens drink attempt', 'drink attempt forget', 'attempt forget something', 'forget something good', 'something good happens', 'good happens drink', 'happens drink order', 'drink order celebrate', 'order celebrate nothing', 'celebrate nothing happens', 'nothing happens drink', 'happens drink make', 'drink make something', 'make something happen']"
62,“You don’t forget the face of the person who was your last hope.”,Suzanne Collins,the-hunger-games,https://quotes.toscrape.com/page/7/,65,“You don’t forget the face of the person who was your last hope.”,you don t forget the face of the person who was your last hope,"['you', 'don', 't', 'forget', 'the', 'face', 'of', 'the', 'person', 'who', 'was', 'your', 'last', 'hope']","['forget', 'face', 'person', 'last', 'hope']","['forget', 'face', 'person', 'last', 'hope']","['forget', 'face', 'person', 'last', 'hope']",forget face person last hope,65,28,14,5,"['forget face', 'face person', 'person last', 'last hope']","['forget face person', 'face person last', 'person last hope']"
63,"“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”",Suzanne Collins,humor,https://quotes.toscrape.com/page/7/,87,"“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”",remember were madly in love so its all right to kiss me anytime you feel like it,"['remember', 'were', 'madly', 'in', 'love', 'so', 'its', 'all', 'right', 'to', 'kiss', 'me', 'anytime', 'you', 'feel', 'like', 'it']","['remember', 'madly', 'love', 'right', 'kiss', 'anytime', 'feel', 'like']","['remember', 'madly', 'love', 'right', 'kiss', 'anytime', 'feel', 'like']","['rememb', 'madli', 'love', 'right', 'kiss', 'anytim', 'feel', 'like']",remember madly love right kiss anytime feel like,87,48,17,8,"['remember madly', 'madly love', 'love right', 'right kiss', 'kiss anytime', 'anytime feel', 'feel like']","['remember madly love', 'madly love right', 'love right kiss', 'right kiss anytime', 'kiss anytime feel', 'anytime feel like']"
64,"“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”",C.S. Lewis,love,https://quotes.toscrape.com/page/7/,516,"“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”",to love at all is to be vulnerable love anything and your heart will be wrung and possibly broken if you want to make sure of keeping it intact you must give it to no one not even an animal wrap it carefully round with hobbies and little luxuries avoid all entanglements lock it up safe in the casket or coffin of your selfishness but in that casket safe dark motionless airless it will change it will not be broken it will become unbreakable impenetrable irredeemable to love is to be vulnerable,"['to', 'love', 'at', 'all', 'is', 'to', 'be', 'vulnerable', 'love', 'anything', 'and', 'your', 'heart', 'will', 'be', 'wrung', 'and', 'possibly', 'broken', 'if', 'you', 'want', 'to', 'make', 'sure', 'of', 'keeping', 'it', 'intact', 'you', 'must', 'give', 'it', 'to', 'no', 'one', 'not', 'even', 'an', 'animal', 'wrap', 'it', 'carefully', 'round', 'with', 'hobbies', 'and', 'little', 'luxuries', 'avoid', 'all', 'entanglements', 'lock', 'it', 'up', 'safe', 'in', 'the', 'casket', 'or', 'coffin', 'of', 'your', 'selfishness', 'but', 'in', 'that', 'casket', 'safe', 'dark', 'motionless', 'airless', 'it', 'will', 'change', 'it', 'will', 'not', 'be', 'broken', 'it', 'will', 'become', 'unbreakable', 'impenetrable', 'irredeemable', 'to', 'love', 'is', 'to', 'be', 'vulnerable']","['love', 'vulnerable', 'love', 'anything', 'heart', 'wrung', 'possibly', 'broken', 'want', 'make', 'sure', 'keeping', 'intact', 'must', 'give', 'one', 'even', 'animal', 'wrap', 'carefully', 'round', 'hobbies', 'little', 'luxuries', 'avoid', 'entanglements', 'lock', 'safe', 'casket', 'coffin', 'selfishness', 'casket', 'safe', 'dark', 'motionless', 'airless', 'change', 'broken', 'become', 'unbreakable', 'impenetrable', 'irredeemable', 'love', 'vulnerable']","['love', 'vulnerable', 'love', 'anything', 'heart', 'wrung', 'possibly', 'broken', 'want', 'make', 'sure', 'keeping', 'intact', 'must', 'give', 'one', 'even', 'animal', 'wrap', 'carefully', 'round', 'hobby', 'little', 'luxury', 'avoid', 'entanglement', 'lock', 'safe', 'casket', 'coffin', 'selfishness', 'casket', 'safe', 'dark', 'motionless', 'airless', 'change', 'broken', 'become', 'unbreakable', 'impenetrable', 'irredeemable', 'love', 'vulnerable']","['love', 'vulner', 'love', 'anyth', 'heart', 'wrung', 'possibl', 'broken', 'want', 'make', 'sure', 'keep', 'intact', 'must', 'give', 'one', 'even', 'anim', 'wrap', 'care', 'round', 'hobbi', 'littl', 'luxuri', 'avoid', 'entangl', 'lock', 'safe', 'casket', 'coffin', 'selfish', 'casket', 'safe', 'dark', 'motionless', 'airless', 'chang', 'broken', 'becom', 'unbreak', 'impenetr', 'irredeem', 'love', 'vulner']",love vulnerable love anything heart wrung possibly broken want make sure keeping intact must give one even animal wrap carefully round hobby little luxury avoid entanglement lock safe casket coffin selfishness casket safe dark motionless airless change broken become unbreakable impenetrable irredeemable love vulnerable,516,320,92,44,"['love vulnerable', 'vulnerable love', 'love anything', 'anything heart', 'heart wrung', 'wrung possibly', 'possibly broken', 'broken want', 'want make', 'make sure', 'sure keeping', 'keeping intact', 'intact must', 'must give', 'give one', 'one even', 'even animal', 'animal wrap', 'wrap carefully', 'carefully round', 'round hobby', 'hobby little', 'little luxury', 'luxury avoid', 'avoid entanglement', 'entanglement lock', 'lock safe', 'safe casket', 'casket coffin', 'coffin selfishness', 'selfishness casket', 'casket safe', 'safe dark', 'dark motionless', 'motionless airless', 'airless change', 'change broken', 'broken become', 'become unbreakable', 'unbreakable impenetrable', 'impenetrable irredeemable', 'irredeemable love', 'love vulnerable']","['love vulnerable love', 'vulnerable love anything', 'love anything heart', 'anything heart wrung', 'heart wrung possibly', 'wrung possibly broken', 'possibly broken want', 'broken want make', 'want make sure', 'make sure keeping', 'sure keeping intact', 'keeping intact must', 'intact must give', 'must give one', 'give one even', 'one even animal', 'even animal wrap', 'animal wrap carefully', 'wrap carefully round', 'carefully round hobby', 'round hobby little', 'hobby little luxury', 'little luxury avoid', 'luxury avoid entanglement', 'avoid entanglement lock', 'entanglement lock safe', 'lock safe casket', 'safe casket coffin', 'casket coffin selfishness', 'coffin selfishness casket', 'selfishness casket safe', 'casket safe dark', 'safe dark motionless', 'dark motionless airless', 'motionless airless change', 'airless change broken', 'change broken become', 'broken become unbreakable', 'become unbreakable impenetrable', 'unbreakable impenetrable irredeemable', 'impenetrable irredeemable love', 'irredeemable love vulnerable']"
65,“Not all those who wander are lost.”,J.R.R. Tolkien,"bilbo, journey, lost, quest, travel, wander",https://quotes.toscrape.com/page/7/,36,“Not all those who wander are lost.”,not all those who wander are lost,"['not', 'all', 'those', 'who', 'wander', 'are', 'lost']","['wander', 'lost']","['wander', 'lost']","['wander', 'lost']",wander lost,36,11,7,2,['wander lost'],[]
66,"“Do not pity the dead, Harry. Pity the living, and, above all those who live without love.”",J.K. Rowling,live-death-love,https://quotes.toscrape.com/page/7/,91,"“Do not pity the dead, Harry. Pity the living, and, above all those who live without love.”",do not pity the dead harry pity the living and above all those who live without love,"['do', 'not', 'pity', 'the', 'dead', 'harry', 'pity', 'the', 'living', 'and', 'above', 'all', 'those', 'who', 'live', 'without', 'love']","['pity', 'dead', 'harry', 'pity', 'living', 'live', 'without', 'love']","['pity', 'dead', 'harry', 'pity', 'living', 'live', 'without', 'love']","['piti', 'dead', 'harri', 'piti', 'live', 'live', 'without', 'love']",pity dead harry pity living live without love,91,45,17,8,"['pity dead', 'dead harry', 'harry pity', 'pity living', 'living live', 'live without', 'without love']","['pity dead harry', 'dead harry pity', 'harry pity living', 'pity living live', 'living live without', 'live without love']"
67,“There is nothing to writing. All you do is sit down at a typewriter and bleed.”,Ernest Hemingway,"good, writing",https://quotes.toscrape.com/page/7/,80,“There is nothing to writing. All you do is sit down at a typewriter and bleed.”,there is nothing to writing all you do is sit down at a typewriter and bleed,"['there', 'is', 'nothing', 'to', 'writing', 'all', 'you', 'do', 'is', 'sit', 'down', 'at', 'a', 'typewriter', 'and', 'bleed']","['nothing', 'writing', 'sit', 'typewriter', 'bleed']","['nothing', 'writing', 'sit', 'typewriter', 'bleed']","['noth', 'write', 'sit', 'typewrit', 'bleed']",nothing writing sit typewriter bleed,80,36,16,5,"['nothing writing', 'writing sit', 'sit typewriter', 'typewriter bleed']","['nothing writing sit', 'writing sit typewriter', 'sit typewriter bleed']"
68,“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”,Ralph Waldo Emerson,"life, regrets",https://quotes.toscrape.com/page/7/,268,“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”,finish each day and be done with it you have done what you could some blunders and absurdities no doubt crept in forget them as soon as you can tomorrow is a new day you shall begin it serenely and with too high a spirit to be encumbered with your old nonsense,"['finish', 'each', 'day', 'and', 'be', 'done', 'with', 'it', 'you', 'have', 'done', 'what', 'you', 'could', 'some', 'blunders', 'and', 'absurdities', 'no', 'doubt', 'crept', 'in', 'forget', 'them', 'as', 'soon', 'as', 'you', 'can', 'tomorrow', 'is', 'a', 'new', 'day', 'you', 'shall', 'begin', 'it', 'serenely', 'and', 'with', 'too', 'high', 'a', 'spirit', 'to', 'be', 'encumbered', 'with', 'your', 'old', 'nonsense']","['finish', 'day', 'done', 'done', 'could', 'blunders', 'absurdities', 'doubt', 'crept', 'forget', 'soon', 'tomorrow', 'new', 'day', 'shall', 'begin', 'serenely', 'high', 'spirit', 'encumbered', 'old', 'nonsense']","['finish', 'day', 'done', 'done', 'could', 'blunder', 'absurdity', 'doubt', 'crept', 'forget', 'soon', 'tomorrow', 'new', 'day', 'shall', 'begin', 'serenely', 'high', 'spirit', 'encumbered', 'old', 'nonsense']","['finish', 'day', 'done', 'done', 'could', 'blunder', 'absurd', 'doubt', 'crept', 'forget', 'soon', 'tomorrow', 'new', 'day', 'shall', 'begin', 'seren', 'high', 'spirit', 'encumb', 'old', 'nonsens']",finish day done done could blunder absurdity doubt crept forget soon tomorrow new day shall begin serenely high spirit encumbered old nonsense,268,142,52,22,"['finish day', 'day done', 'done done', 'done could', 'could blunder', 'blunder absurdity', 'absurdity doubt', 'doubt crept', 'crept forget', 'forget soon', 'soon tomorrow', 'tomorrow new', 'new day', 'day shall', 'shall begin', 'begin serenely', 'serenely high', 'high spirit', 'spirit encumbered', 'encumbered old', 'old nonsense']","['finish day done', 'day done done', 'done done could', 'done could blunder', 'could blunder absurdity', 'blunder absurdity doubt', 'absurdity doubt crept', 'doubt crept forget', 'crept forget soon', 'forget soon tomorrow', 'soon tomorrow new', 'tomorrow new day', 'new day shall', 'day shall begin', 'shall begin serenely', 'begin serenely high', 'serenely high spirit', 'high spirit encumbered', 'spirit encumbered old', 'encumbered old nonsense']"
69,“I have never let my schooling interfere with my education.”,Mark Twain,education,https://quotes.toscrape.com/page/7/,60,“I have never let my schooling interfere with my education.”,i have never let my schooling interfere with my education,"['i', 'have', 'never', 'let', 'my', 'schooling', 'interfere', 'with', 'my', 'education']","['never', 'let', 'schooling', 'interfere', 'education']","['never', 'let', 'schooling', 'interfere', 'education']","['never', 'let', 'school', 'interfer', 'educ']",never let schooling interfere education,60,39,10,5,"['never let', 'let schooling', 'schooling interfere', 'interfere education']","['never let schooling', 'let schooling interfere', 'schooling interfere education']"
70,“I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me!”,Dr. Seuss,troubles,https://quotes.toscrape.com/page/7/,206,“I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me!”,i have heard there are troubles of more than one kind some come from ahead and some come from behind but ive bought a big bat im all ready you see now my troubles are going to have troubles with me,"['i', 'have', 'heard', 'there', 'are', 'troubles', 'of', 'more', 'than', 'one', 'kind', 'some', 'come', 'from', 'ahead', 'and', 'some', 'come', 'from', 'behind', 'but', 'ive', 'bought', 'a', 'big', 'bat', 'im', 'all', 'ready', 'you', 'see', 'now', 'my', 'troubles', 'are', 'going', 'to', 'have', 'troubles', 'with', 'me']","['heard', 'troubles', 'one', 'kind', 'come', 'ahead', 'come', 'behind', 'ive', 'bought', 'big', 'bat', 'im', 'ready', 'see', 'troubles', 'going', 'troubles']","['heard', 'trouble', 'one', 'kind', 'come', 'ahead', 'come', 'behind', 'ive', 'bought', 'big', 'bat', 'im', 'ready', 'see', 'trouble', 'going', 'trouble']","['heard', 'troubl', 'one', 'kind', 'come', 'ahead', 'come', 'behind', 'ive', 'bought', 'big', 'bat', 'im', 'readi', 'see', 'troubl', 'go', 'troubl']",heard trouble one kind come ahead come behind ive bought big bat im ready see trouble going trouble,206,99,41,18,"['heard trouble', 'trouble one', 'one kind', 'kind come', 'come ahead', 'ahead come', 'come behind', 'behind ive', 'ive bought', 'bought big', 'big bat', 'bat im', 'im ready', 'ready see', 'see trouble', 'trouble going', 'going trouble']","['heard trouble one', 'trouble one kind', 'one kind come', 'kind come ahead', 'come ahead come', 'ahead come behind', 'come behind ive', 'behind ive bought', 'ive bought big', 'bought big bat', 'big bat im', 'bat im ready', 'im ready see', 'ready see trouble', 'see trouble going', 'trouble going trouble']"
71,“If I had a flower for every time I thought of you...I could walk through my garden forever.”,Alfred Tennyson,"friendship, love",https://quotes.toscrape.com/page/8/,93,“If I had a flower for every time I thought of you...I could walk through my garden forever.”,if i had a flower for every time i thought of youi could walk through my garden forever,"['if', 'i', 'had', 'a', 'flower', 'for', 'every', 'time', 'i', 'thought', 'of', 'youi', 'could', 'walk', 'through', 'my', 'garden', 'forever']","['flower', 'every', 'time', 'thought', 'youi', 'could', 'walk', 'garden', 'forever']","['flower', 'every', 'time', 'thought', 'youi', 'could', 'walk', 'garden', 'forever']","['flower', 'everi', 'time', 'thought', 'youi', 'could', 'walk', 'garden', 'forev']",flower every time thought youi could walk garden forever,93,56,18,9,"['flower every', 'every time', 'time thought', 'thought youi', 'youi could', 'could walk', 'walk garden', 'garden forever']","['flower every time', 'every time thought', 'time thought youi', 'thought youi could', 'youi could walk', 'could walk garden', 'walk garden forever']"
72,“Some people never go crazy. What truly horrible lives they must lead.”,Charles Bukowski,humor,https://quotes.toscrape.com/page/8/,71,“Some people never go crazy. What truly horrible lives they must lead.”,some people never go crazy what truly horrible lives they must lead,"['some', 'people', 'never', 'go', 'crazy', 'what', 'truly', 'horrible', 'lives', 'they', 'must', 'lead']","['people', 'never', 'go', 'crazy', 'truly', 'horrible', 'lives', 'must', 'lead']","['people', 'never', 'go', 'crazy', 'truly', 'horrible', 'life', 'must', 'lead']","['peopl', 'never', 'go', 'crazi', 'truli', 'horribl', 'live', 'must', 'lead']",people never go crazy truly horrible life must lead,71,51,12,9,"['people never', 'never go', 'go crazy', 'crazy truly', 'truly horrible', 'horrible life', 'life must', 'must lead']","['people never go', 'never go crazy', 'go crazy truly', 'crazy truly horrible', 'truly horrible life', 'horrible life must', 'life must lead']"
73,"“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”",Terry Pratchett,"humor, open-mind, thinking",https://quotes.toscrape.com/page/8/,125,"“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”",the trouble with having an open mind of course is that people will insist on coming along and trying to put things in it,"['the', 'trouble', 'with', 'having', 'an', 'open', 'mind', 'of', 'course', 'is', 'that', 'people', 'will', 'insist', 'on', 'coming', 'along', 'and', 'trying', 'to', 'put', 'things', 'in', 'it']","['trouble', 'open', 'mind', 'course', 'people', 'insist', 'coming', 'along', 'trying', 'put', 'things']","['trouble', 'open', 'mind', 'course', 'people', 'insist', 'coming', 'along', 'trying', 'put', 'thing']","['troubl', 'open', 'mind', 'cours', 'peopl', 'insist', 'come', 'along', 'tri', 'put', 'thing']",trouble open mind course people insist coming along trying put thing,125,68,24,11,"['trouble open', 'open mind', 'mind course', 'course people', 'people insist', 'insist coming', 'coming along', 'along trying', 'trying put', 'put thing']","['trouble open mind', 'open mind course', 'mind course people', 'course people insist', 'people insist coming', 'insist coming along', 'coming along trying', 'along trying put', 'trying put thing']"
74,"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”",Dr. Seuss,"humor, philosophy",https://quotes.toscrape.com/page/8/,107,"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”",think left and think right and think low and think high oh the thinks you can think up if only you try,"['think', 'left', 'and', 'think', 'right', 'and', 'think', 'low', 'and', 'think', 'high', 'oh', 'the', 'thinks', 'you', 'can', 'think', 'up', 'if', 'only', 'you', 'try']","['think', 'left', 'think', 'right', 'think', 'low', 'think', 'high', 'oh', 'thinks', 'think', 'try']","['think', 'left', 'think', 'right', 'think', 'low', 'think', 'high', 'oh', 'think', 'think', 'try']","['think', 'left', 'think', 'right', 'think', 'low', 'think', 'high', 'oh', 'think', 'think', 'tri']",think left think right think low think high oh think think try,107,62,22,12,"['think left', 'left think', 'think right', 'right think', 'think low', 'low think', 'think high', 'high oh', 'oh think', 'think think', 'think try']","['think left think', 'left think right', 'think right think', 'right think low', 'think low think', 'low think high', 'think high oh', 'high oh think', 'oh think think', 'think think try']"
75,"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”",J.D. Salinger,"authors, books, literature, reading, writing",https://quotes.toscrape.com/page/8/,241,"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”",what really knocks me out is a book that when youre all done reading it you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it that doesnt happen much though,"['what', 'really', 'knocks', 'me', 'out', 'is', 'a', 'book', 'that', 'when', 'youre', 'all', 'done', 'reading', 'it', 'you', 'wish', 'the', 'author', 'that', 'wrote', 'it', 'was', 'a', 'terrific', 'friend', 'of', 'yours', 'and', 'you', 'could', 'call', 'him', 'up', 'on', 'the', 'phone', 'whenever', 'you', 'felt', 'like', 'it', 'that', 'doesnt', 'happen', 'much', 'though']","['really', 'knocks', 'book', 'youre', 'done', 'reading', 'wish', 'author', 'wrote', 'terrific', 'friend', 'could', 'call', 'phone', 'whenever', 'felt', 'like', 'doesnt', 'happen', 'much', 'though']","['really', 'knock', 'book', 'youre', 'done', 'reading', 'wish', 'author', 'wrote', 'terrific', 'friend', 'could', 'call', 'phone', 'whenever', 'felt', 'like', 'doesnt', 'happen', 'much', 'though']","['realli', 'knock', 'book', 'your', 'done', 'read', 'wish', 'author', 'wrote', 'terrif', 'friend', 'could', 'call', 'phone', 'whenev', 'felt', 'like', 'doesnt', 'happen', 'much', 'though']",really knock book youre done reading wish author wrote terrific friend could call phone whenever felt like doesnt happen much though,241,132,47,21,"['really knock', 'knock book', 'book youre', 'youre done', 'done reading', 'reading wish', 'wish author', 'author wrote', 'wrote terrific', 'terrific friend', 'friend could', 'could call', 'call phone', 'phone whenever', 'whenever felt', 'felt like', 'like doesnt', 'doesnt happen', 'happen much', 'much though']","['really knock book', 'knock book youre', 'book youre done', 'youre done reading', 'done reading wish', 'reading wish author', 'wish author wrote', 'author wrote terrific', 'wrote terrific friend', 'terrific friend could', 'friend could call', 'could call phone', 'call phone whenever', 'phone whenever felt', 'whenever felt like', 'felt like doesnt', 'like doesnt happen', 'doesnt happen much', 'happen much though']"
76,“The reason I talk to myself is because I’m the only one whose answers I accept.”,George Carlin,"humor, insanity, lies, lying, self-indulgence, truth",https://quotes.toscrape.com/page/8/,81,“The reason I talk to myself is because I’m the only one whose answers I accept.”,the reason i talk to myself is because i m the only one whose answers i accept,"['the', 'reason', 'i', 'talk', 'to', 'myself', 'is', 'because', 'i', 'm', 'the', 'only', 'one', 'whose', 'answers', 'i', 'accept']","['reason', 'talk', 'one', 'whose', 'answers', 'accept']","['reason', 'talk', 'one', 'whose', 'answer', 'accept']","['reason', 'talk', 'one', 'whose', 'answer', 'accept']",reason talk one whose answer accept,81,35,17,6,"['reason talk', 'talk one', 'one whose', 'whose answer', 'answer accept']","['reason talk one', 'talk one whose', 'one whose answer', 'whose answer accept']"
